Subject,CatalogNumber,CourseTitle,CourseType,Dates,Credit,MeetingTime,Room,Instructor,TotalSeats,SeatsTaken,AvailableSeats
ANTH,599,Tutorial: Advanced Studies in Anthropology,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Atwood Gaines,999,0,999
ANTH,599,Tutorial: Advanced Studies in Anthropology,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Cynthia Beall,999,0,999
ANTH,599,Tutorial: Advanced Studies in Anthropology,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Melvyn Goldstein,999,0,999
ANTH,599,Tutorial: Advanced Studies in Anthropology,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Lawrence Greksa,999,0,999
ANTH,599,Tutorial: Advanced Studies in Anthropology,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Lee Hoffer,999,0,999
ANTH,599,Tutorial: Advanced Studies in Anthropology,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Jill Korbin,999,0,999
ANTH,599,Tutorial: Advanced Studies in Anthropology,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Janet Mc Grath,999,0,999
ANTH,599,Tutorial: Advanced Studies in Anthropology,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Lihong Shi,999,0,999
ANTH,601,Independent Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Jill Korbin,999,0,999
ANTH,601,Independent Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Janet Mc Grath,999,1,998
ANTH,601,Independent Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Cynthia Beall,999,0,999
ANTH,601,Independent Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Atwood Gaines,999,0,999
ANTH,601,Independent Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Melvyn Goldstein,999,0,999
ANTH,601,Independent Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Lawrence Greksa,999,0,999
ANTH,601,Independent Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Lee Hoffer,999,2,997
ANTH,601,Independent Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Lihong Shi,999,1,998
ANTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Janet Mc Grath,999,2,997
ANTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Atwood Gaines,999,2,997
ANTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Jill Korbin,999,2,997
ANTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Melvyn Goldstein,999,1,998
ANTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Cynthia Beall,999,0,999
ANTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Lawrence Greksa,999,0,999
ANTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Lee Hoffer,999,2,997
ANTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Lihong Shi,999,1,998
ARAB,101,Beginning Arabic I,Laboratory,02/01/2021 - 05/07/2021,4 units,MW 12:45 PM - 2:00 PM,Clark Hall 309,Ramez Islambouli,15,16,-1
ARAB,101,Beginning Arabic I,Laboratory,02/01/2021 - 05/07/2021,4 units,MW 12:45 PM - 2:00 PM,Web/Distance Learning,Ramez Islambouli,15,16,-1
ARAB,101,Beginning Arabic I,Laboratory,02/01/2021 - 05/07/2021,4 units,TBA ,Web/Distance Learning,Ramez Islambouli,15,16,-1
ARAB,102,Beginning Arabic II,Laboratory,02/01/2021 - 05/07/2021,4 units,MWF 10:35 AM - 11:25 AM,Clark Hall 302,Ramez Islambouli,15,10,5
ARAB,102,Beginning Arabic II,Laboratory,02/01/2021 - 05/07/2021,4 units,MWF 10:35 AM - 11:25 AM,Web/Distance Learning,Ramez Islambouli,15,6,9
ARAB,102,Beginning Arabic II,Laboratory,02/01/2021 - 05/07/2021,4 units,TBA ,Web/Distance Learning,Ramez Islambouli,15,16,-1
ARAB,202,Intermediate Arabic II,Laboratory,02/01/2021 - 05/07/2021,4 units,MWF 11:40 AM - 12:30 PM,Clark Hall 302,Ramez Islambouli,15,8,7
ARAB,202,Intermediate Arabic II,Laboratory,02/01/2021 - 05/07/2021,4 units,MWF 11:40 AM - 12:30 PM,Web/Distance Learning,Ramez Islambouli,15,2,13
ARAB,202,Intermediate Arabic II,Laboratory,02/01/2021 - 05/07/2021,4 units,TBA ,Web/Distance Learning,Ramez Islambouli,15,10,5
ARAB,399,Independent Study in Arabic,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Ramez Islambouli,3,9,-6
ARTH,102,Art History II: Michelangelo to Maya Lin,Lecture,01/08/2021 - 01/29/2021,3 units,MTuWThF 9:00 AM - 11:20 AM,Web/Distance Learning,Angelica Verduci,70,62,8
ARTH,150,An Introduction to the Universe and to the Meaning of Everything,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,Henry Adams,50,38,12
ARTH,260,Art in Early Modern Europe,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 11:15 AM,Web/Distance Learning,Catherine Scallen,999,20,979
ARTH,274,Nineteenth-Century European Art,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,Andrea Rager,30,16,14
ARTH,325,"Art at the Crossroads of Religion: Polytheistic, Christian, and Islamic Art in Antiquity",Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 4:00 PM - 5:15 PM,Web/Distance Learning,Elizabeth Bolman,25,16,9
ARTH,335,Issues in Ancient Art,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 11:40 AM - 12:30 PM,Web/Distance Learning,Meghan Strong,25,7,18
ARTH,341,Issues in the Art of Japan,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 4:00 PM - 5:15 PM,Web/Distance Learning,Sinead Vilbar,25,19,6
ARTH,344,Archaeology of the Ancient Mediterranean,Lecture,02/01/2021 - 05/07/2021,3 units,MW 3:20 PM - 4:35 PM,Web/Distance Learning,Meghan Strong,40,20,20
ARTH,350,Issues in Medieval Art,Lecture,02/01/2021 - 05/07/2021,3 units,W 7:00 PM - 9:30 PM,Web/Distance Learning,Dominique DeLuca,25,10,15
ARTH,386,Issues in American Art,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 11:30 AM - 12:45 PM,Web/Distance Learning,Henry Adams,25,6,19
ARTH,395,Internship,Practicum,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Andrea Rager,10,1,9
ARTH,398,Independent Study in Art History,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Erin Benay,999,0,999
ARTH,398,Independent Study in Art History,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Andrea Rager,999,1,998
ARTH,398,Independent Study in Art History,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Henry Adams,999,0,999
ARTH,398,Independent Study in Art History,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Maggie Popkin,999,0,999
ARTH,398,Independent Study in Art History,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Elina Gertsman,999,0,999
ARTH,398,Independent Study in Art History,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Catherine Scallen,999,0,999
ARTH,398,Independent Study in Art History,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Elizabeth Bolman,999,0,999
ARTH,398,Independent Study in Art History,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Eunyoung Park,999,0,999
ARTH,399,Honors Thesis,Thesis,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Erin Benay,999,0,999
ARTH,399,Honors Thesis,Thesis,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Andrea Rager,999,0,999
ARTH,399,Honors Thesis,Thesis,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Henry Adams,999,0,999
ARTH,399,Honors Thesis,Thesis,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Maggie Popkin,999,0,999
ARTH,399,Honors Thesis,Thesis,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Catherine Scallen,999,0,999
ARTH,399,Honors Thesis,Thesis,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Elina Gertsman,999,0,999
ARTH,399,Honors Thesis,Thesis,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Elizabeth Bolman,999,0,999
ARTH,399,Honors Thesis,Thesis,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Eunyoung Park,999,0,999
ARTH,425,"Art at the Crossroads of Religion: Polytheistic, Christian, and Islamic Art in Antiquity",Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 4:00 PM - 5:15 PM,Web/Distance Learning,Elizabeth Bolman,25,16,9
ARTH,435,Issues in Ancient Art,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 11:40 AM - 12:30 PM,Web/Distance Learning,Meghan Strong,25,7,18
ARTH,441,Issues in the Art of Japan,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 4:00 PM - 5:15 PM,Web/Distance Learning,Sinead Vilbar,25,19,6
ARTH,444,Archaeology of the Ancient Mediterranean,Lecture,02/01/2021 - 05/07/2021,3 units,MW 3:20 PM - 4:35 PM,Web/Distance Learning,Meghan Strong,40,20,20
ARTH,450,Issues in Medieval Art,Lecture,02/01/2021 - 05/07/2021,3 units,W 7:00 PM - 9:30 PM,Web/Distance Learning,Dominique DeLuca,25,10,15
ARTH,486,Issues in American Art,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 11:30 AM - 12:45 PM,Web/Distance Learning,Henry Adams,25,6,19
ARTH,489,M.A. Qualifying Paper,Research,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Andrea Rager,999,0,999
ARTH,489,M.A. Qualifying Paper,Research,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Henry Adams,999,0,999
ARTH,489,M.A. Qualifying Paper,Research,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Catherine Scallen,999,0,999
ARTH,489,M.A. Qualifying Paper,Research,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Maggie Popkin,999,0,999
ARTH,489,M.A. Qualifying Paper,Research,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Erin Benay,999,0,999
ARTH,489,M.A. Qualifying Paper,Research,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Elina Gertsman,999,0,999
ARTH,489,M.A. Qualifying Paper,Research,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Elizabeth Bolman,999,0,999
ARTH,489,M.A. Qualifying Paper,Research,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Eunyoung Park,999,0,999
ARTH,490B,Visual Arts and Museums II,Seminar,02/01/2021 - 05/07/2021,3 units,F 10:00 AM - 12:30 PM,Clark Hall 104,Holly Witchey,6,3,3
ARTH,491A,Visual Arts and Museums: Internship,Practicum,02/01/2021 - 05/07/2021,1 units,TBA ,To Be Announced,Holly Witchey,10,0,10
ARTH,491B,Visual Arts and Museums: Internship,Practicum,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Holly Witchey,10,4,6
ARTH,494A,Directed Readings in Asian Art,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Staff,999,0,999
ARTH,494B,Ancient Art,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Maggie Popkin,999,0,999
ARTH,494C,Medieval Art,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Elina Gertsman,999,0,999
ARTH,494C,Medieval Art,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Elizabeth Bolman,999,1,998
ARTH,494D,Renaissance and Baroque Art,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Erin Benay,999,0,999
ARTH,494D,Renaissance and Baroque Art,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Catherine Scallen,999,0,999
ARTH,494E,American Art,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Henry Adams,999,0,999
ARTH,494F,Modern Art,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Andrea Rager,999,0,999
ARTH,494F,Modern Art,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Holly Witchey,999,0,999
ARTH,494F,Modern Art,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Eunyoung Park,999,0,999
ARTH,496,"Materials, Methods, and Physical Examination of Works of Art",Seminar,02/01/2021 - 05/07/2021,3 units,Th 1:00 PM - 3:30 PM,Thwing 301,Heather Galloway,10,0,10
ARTH,552,Seminar in Early Modern Northern European Art,Seminar,02/01/2021 - 05/07/2021,3 units,Tu 1:00 PM - 3:30 PM,Web/Distance Learning,Catherine Scallen,999,6,993
ARTH,565,Seminar in American Art,Seminar,02/01/2021 - 05/07/2021,3 units,F 2:15 PM - 4:45 PM,Web/Distance Learning,Henry Adams,999,0,999
ARTH,570,Seminar: 19th Century Art,Seminar,02/01/2021 - 05/07/2021,3 units,W 12:45 PM - 3:15 PM,Web/Distance Learning,Andrea Rager,999,6,993
ARTH,601,Research in Art History,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Maggie Popkin,999,0,999
ARTH,601,Research in Art History,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Henry Adams,999,0,999
ARTH,601,Research in Art History,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Catherine Scallen,999,0,999
ARTH,601,Research in Art History,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Elina Gertsman,999,0,999
ARTH,601,Research in Art History,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Erin Benay,999,0,999
ARTH,601,Research in Art History,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Andrea Rager,999,0,999
ARTH,601,Research in Art History,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Elizabeth Bolman,999,0,999
ARTH,601,Research in Art History,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Eunyoung Park,999,0,999
ARTH,610B,Advanced Visual Arts and Museums Internship II,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Catherine Scallen,30,0,30
ARTH,610B,Advanced Visual Arts and Museums Internship II,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Henry Adams,30,0,30
ARTH,610B,Advanced Visual Arts and Museums Internship II,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Erin Benay,30,0,30
ARTH,610B,Advanced Visual Arts and Museums Internship II,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Elina Gertsman,30,3,27
ARTH,610B,Advanced Visual Arts and Museums Internship II,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Maggie Popkin,30,0,30
ARTH,610B,Advanced Visual Arts and Museums Internship II,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Andrea Rager,30,0,30
ARTH,610B,Advanced Visual Arts and Museums Internship II,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Elizabeth Bolman,30,0,30
ARTH,610B,Advanced Visual Arts and Museums Internship II,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Eunyoung Park,30,0,30
ARTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Henry Adams,999,0,999
ARTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Andrea Rager,999,1,998
ARTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Maggie Popkin,999,0,999
ARTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Elina Gertsman,999,2,997
ARTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Catherine Scallen,999,1,998
ARTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Eunyoung Park,999,0,999
ARTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Erin Benay,999,0,999
ARTH,701,Dissertation Ph.D.,Dissertation,02/01/2021 - 05/07/2021,1 - 9 units,TBA ,To Be Announced,Elizabeth Bolman,999,0,999
ARTS,101,Design and Color I,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 12:45 PM,Art Studio 206,George Kozmon,12,7,5
ARTS,101,Design and Color I,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 3:45 PM,Art Studio 206,George Kozmon,12,9,3
ARTS,106,Creative Drawing I,Lecture,02/01/2021 - 05/07/2021,3 units,MW 2:15 PM - 5:00 PM,Art Studio 108,David King,12,8,4
ARTS,106,Creative Drawing I,Lecture,02/01/2021 - 05/07/2021,3 units,MW 2:15 PM - 5:00 PM,Web/Distance Learning,David King,12,8,4
ARTS,201,Design and Color II,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 12:45 PM,Art Studio 206,George Kozmon,6,3,3
ARTS,201,Design and Color II,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 3:45 PM,Art Studio 206,George Kozmon,6,5,1
ARTS,206,Creative Drawing II,Lecture,02/01/2021 - 05/07/2021,3 units,MW 2:15 PM - 5:00 PM,Art Studio 107,David King,3,3,0
ARTS,206,Creative Drawing II,Lecture,02/01/2021 - 05/07/2021,3 units,MW 2:15 PM - 5:00 PM,Web/Distance Learning,David King,3,3,0
ARTS,210,Enameling and Jewelry I,Lecture,02/01/2021 - 05/07/2021,3 units,MW 9:30 AM - 12:20 PM,Art Studio 109,Margaret Fischer,6,6,0
ARTS,210,Enameling and Jewelry I,Lecture,02/01/2021 - 05/07/2021,3 units,MW 2:15 PM - 5:00 PM,Art Studio 109,Margaret Fischer,6,5,1
ARTS,212,"Weaving, Fibers, and Textiles I",Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 5:30 PM - 8:30 PM,Art Studio 206,Adriel Meyer,14,11,3
ARTS,212,"Weaving, Fibers, and Textiles I",Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 5:30 PM - 8:30 PM,Web/Distance Learning,Adriel Meyer,14,11,3
ARTS,214,Ceramics I,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 8:30 AM - 11:15 AM,Art Studio B02,Martha Lois,7,5,2
ARTS,214,Ceramics I,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 3:45 PM,Art Studio B02,Martha Lois,7,6,1
ARTS,216,Painting I,Lecture,02/01/2021 - 05/07/2021,3 units,MW 9:30 AM - 12:20 PM,Art Studio 108,David King,12,16,-4
ARTS,216,Painting I,Lecture,02/01/2021 - 05/07/2021,3 units,MW 9:30 AM - 12:20 PM,Web/Distance Learning,David King,12,16,-4
ARTS,220,Photography Studio I,Lecture,02/01/2021 - 05/07/2021,3 units,W 2:15 PM - 5:15 PM,Art Studio B11,Jerry Birchfield,7,3,4
ARTS,220,Photography Studio I,Lecture,02/01/2021 - 05/07/2021,3 units,W 5:30 PM - 8:30 PM,Art Studio B11,Jerry Birchfield,7,5,2
ARTS,220,Photography Studio I,Lecture,02/01/2021 - 05/07/2021,3 units,Th 5:30 PM - 8:30 PM,Art Studio B11,Jerry Birchfield,7,4,3
ARTS,220,Photography Studio I,Lecture,02/01/2021 - 05/07/2021,3 units,Th 2:30 PM - 5:15 PM,Art Studio B11,Jerry Birchfield,7,6,1
ARTS,286,Introduction to Video Game Design,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 3:45 PM,Web/Distance Learning,Kerry Richardson,12,9,3
ARTS,303,Architecture and City Design II,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 5:30 PM - 8:30 PM,Web/Distance Learning,Sally Levine,8,4,4
ARTS,310,Enameling and Jewelry II,Lecture,02/01/2021 - 05/07/2021,3 units,MW 9:30 AM - 12:20 PM,Art Studio 109,Margaret Fischer,2,0,2
ARTS,310,Enameling and Jewelry II,Lecture,02/01/2021 - 05/07/2021,3 units,MW 2:15 PM - 5:00 PM,Art Studio 109,Margaret Fischer,2,0,2
ARTS,312,"Weaving, Fibers, and Textiles II",Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 5:30 PM - 8:30 PM,Art Studio 206,Adriel Meyer,2,0,2
ARTS,312,"Weaving, Fibers, and Textiles II",Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 5:30 PM - 8:30 PM,Web/Distance Learning,Adriel Meyer,2,0,2
ARTS,314,Ceramics II,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 8:30 AM - 11:15 AM,Art Studio B02,Martha Lois,2,2,0
ARTS,314,Ceramics II,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 3:45 PM,Art Studio B02,Martha Lois,2,2,0
ARTS,316,Painting II,Lecture,02/01/2021 - 05/07/2021,3 units,MW 9:30 AM - 12:20 PM,Art Studio 108,David King,3,0,3
ARTS,316,Painting II,Lecture,02/01/2021 - 05/07/2021,3 units,MW 9:30 AM - 12:20 PM,Web/Distance Learning,David King,3,0,3
ARTS,320,Photography Studio II,Lecture,02/01/2021 - 05/07/2021,3 units,Tu 1:00 PM - 4:00 PM,Web/Distance Learning,Barney Taxel,12,1,11
ARTS,322,Digital Photography I,Lecture,02/01/2021 - 05/07/2021,3 units,Tu 8:30 AM - 11:30 AM,Web/Distance Learning,Barney Taxel,12,5,7
ARTS,350,Introduction To Multimedia Art,Studio,02/01/2021 - 05/07/2021,3 units,W 5:30 PM - 8:30 PM,Web/Distance Learning,Kerry Richardson,12,9,3
ARTS,365B,Design and Color,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 12:45 PM,Art Studio 206,George Kozmon,3,1,2
ARTS,365B,Design and Color,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 3:45 PM,Art Studio 206,George Kozmon,3,2,1
ARTS,365C,Enameling and Jewelry,Lecture,02/01/2021 - 05/07/2021,3 units,MW 9:30 AM - 12:20 PM,Art Studio 109,Margaret Fischer,1,0,1
ARTS,365C,Enameling and Jewelry,Lecture,02/01/2021 - 05/07/2021,3 units,MW 2:15 PM - 5:00 PM,Art Studio 109,Margaret Fischer,1,0,1
ARTS,365D,B&amp;W Photography Studio,Lecture,02/01/2021 - 05/07/2021,3 units,Tu 1:00 PM - 4:00 PM,Web/Distance Learning,Barney Taxel,4,2,2
ARTS,365G,Ceramics,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 8:30 AM - 11:15 AM,Art Studio B02,Martha Lois,0,0,0
ARTS,365G,Ceramics,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 3:45 PM,Art Studio B02,Martha Lois,1,1,0
ARTS,399,Independent Study in Art Studio,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Jerry Birchfield,3,0,3
ARTS,399,Independent Study in Art Studio,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Margaret Fischer,4,5,-1
ARTS,399,Independent Study in Art Studio,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,George Kozmon,4,1,3
ARTS,399,Independent Study in Art Studio,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,David King,3,3,0
